student_id,school_id
0,38
1,33
2,17
3,34
4,19
5,11
6,36
7,23
8,16
9,27
10,16
11,31
12,21
13,15
14,31
15,0
16,44
17,5
18,36
19,45
20,7
21,46
22,25
23,19
24,37
25,39
26,14
27,28
28,28
29,16
30,34
31,14
32,40
33,32
34,5
35,45
36,22
37,12
38,27
39,40
40,19
41,16
42,29
43,19
44,39
45,16
46,42
47,47
48,39
49,1
50,32
51,9
52,4
53,36
54,21
55,12
56,17
57,8
58,12
59,28
60,32
61,25
62,40
63,1
64,20
65,35
66,23
67,27
68,22
69,37
70,20
71,23
72,48
73,41
74,33
75,34
76,16
77,28
78,12
79,25
80,6
81,49
82,31
83,18
84,24
85,33
86,16
87,10
88,15
89,25
90,48
91,21
92,48
93,44
94,9
95,13
96,33
97,23
98,46
99,21
100,22
101,9
102,40
103,46
104,31
105,25
106,9
107,48
108,13
109,36
110,41
111,32
112,17
113,34
114,17
115,16
116,23
117,18
118,35
119,38
120,49
121,16
122,22
123,10
124,26
125,6
126,12
127,38
128,18
129,23
130,3
131,29
132,1
133,37
134,36
135,41
136,5
137,29
138,41
139,49
140,11
141,21
142,12
143,12
144,36
145,11
146,14
147,49
148,39
149,32
150,29
151,21
152,28
153,6
154,13
155,22
156,38
157,14
158,35
159,37
160,32
161,19
162,7
163,41
164,2
165,1
166,46
167,49
168,14
169,36
170,1
171,46
172,15
173,23
174,47
175,15
176,7
177,32
178,24
179,3
180,4
181,30
182,46
183,39
184,0
185,7
186,40
187,8
188,28
189,36
190,8
191,24
192,47
193,9
194,26
195,47
196,24
197,41
198,29
199,14
200,36
201,10
202,31
203,44
204,6
205,3
206,15
207,23
208,4
209,11
210,12
211,17
212,8
213,19
214,32
215,33
216,30
217,8
218,10
219,19
220,8
221,15
222,27
223,28
224,35
225,39
226,4
227,29
228,44
229,46
230,31
231,16
232,11
233,13
234,21
235,37
236,22
237,41
238,45
239,38
240,7
241,45
242,42
243,31
244,17
245,28
246,23
247,6
248,38
249,3
250,28
251,15
252,1
253,8
254,33
255,2
256,22
257,37
258,2
259,33
260,37
261,13
262,20
263,15
264,21
265,15
266,19
267,20
268,23
269,45
270,2
271,44
272,21
273,46
274,40
275,27
276,24
277,8
278,18
279,8
280,49
281,8
282,11
283,8
284,27
285,48
286,48
287,10
288,23
289,30
290,32
291,14
292,5
293,42
294,38
295,7
296,26
297,43
298,18
299,40
300,48
301,7
302,42
303,4
304,24
305,23
306,23
307,8
308,21
309,27
310,21
311,2
312,33
313,30
314,27
315,14
316,42
317,36
318,45
319,39
