student_id,school_id
0,3
1,1
2,4
3,4
4,1
5,4
6,3
7,2
8,1
9,3
10,3
11,0
12,2
13,2
14,1
15,2
16,0
17,0
18,0
19,2
20,1
21,1
22,2
23,0
24,3
25,0
26,2
27,2
28,2
29,2
30,2
31,2
32,4
33,4
34,1
35,0
36,1
37,4
38,3
39,0
40,1
41,1
42,3
43,1
44,4
45,1
46,1
47,0
48,0
49,4
50,4
51,1
52,1
53,3
54,2
55,4
56,3
57,1
58,1
59,0
60,4
61,1
62,4
63,1
64,0
65,3
66,0
67,2
68,1
69,3
70,1
71,0
72,3
73,2
74,2
75,1
76,2
77,0
78,0
79,1
80,2
81,3
82,1
83,4
84,0
85,2
86,0
87,3
88,0
89,0
90,0
91,3
92,4
93,3
94,3
95,1
96,3
97,2
98,2
99,1
100,0
101,1
102,3
103,3
104,1
105,0
106,3
107,0
108,2
109,1
110,1
111,0
112,0
113,0
114,1
115,0
116,1
117,3
118,2
119,2
120,3
121,2
122,1
123,0
124,0
125,4
126,3
127,3
128,2
129,4
130,1
131,4
132,2
133,0
134,0
135,4
136,2
137,0
138,3
139,3
140,3
141,2
142,1
143,4
144,2
145,1
146,0
147,1
148,3
149,4
150,2
151,4
152,1
153,0
154,4
155,0
156,0
157,0
158,3
159,1
160,1
161,4
162,3
163,1
164,1
165,1
166,2
167,2
168,0
169,0
170,1
171,2
172,4
173,2
174,4
175,2
176,1
177,1
178,0
179,0
180,1
181,2
182,4
183,4
184,1
185,0
186,1
187,4
188,1
189,4
190,3
191,2
192,0
193,1
194,2
195,2
196,4
197,1
198,1
199,4
200,4
201,4
202,2
203,2
204,0
205,0
206,1
207,0
208,1
209,0
210,1
211,4
212,1
213,3
214,2
215,0
216,4
217,3
218,0
219,0
220,3
221,0
222,2
223,2
224,1
225,4
226,3
227,2
228,2
229,4
230,2
231,0
232,2
233,4
234,0
235,2
236,1
237,0
238,0
239,3
240,4
241,4
242,0
243,0
244,0
245,4
246,2
247,4
248,2
249,1
250,0
251,2
252,0
253,3
254,1
255,2
256,0
257,0
258,4
259,0
260,3
261,0
262,0
263,4
264,1
265,0
266,2
267,0
268,2
269,0
270,4
271,2
272,4
273,4
274,0
275,1
276,4
277,2
278,0
279,4
280,0
281,4
282,3
283,4
284,2
285,0
286,4
287,2
288,3
289,4
290,1
291,2
292,3
293,0
294,0
295,1
296,4
297,3
298,2
299,4
300,3
301,4
302,2
303,1
304,1
305,1
306,3
307,2
308,2
309,4
310,3
311,4
312,2
313,2
314,4
315,3
316,3
317,3
318,0
319,4
320,4
321,2
322,1
323,3
324,3
325,1
326,0
327,2
328,3
329,4
330,2
331,3
332,3
333,1
334,4
335,2
336,4
337,0
338,2
339,2
340,0
341,1
342,2
343,0
344,1
345,4
346,3
347,0
348,1
349,4
350,3
351,3
352,2
353,4
354,1
355,2
356,3
357,0
358,4
359,0
360,0
361,4
362,1
363,4
364,4
365,2
366,0
367,2
368,3
369,4
370,4
371,0
372,1
373,3
374,2
375,4
376,2
377,4
378,3
379,3
380,2
381,0
382,1
383,0
384,4
385,2
386,4
387,3
388,2
389,3
390,3
391,2
392,1
393,4
394,3
395,4
396,3
397,0
398,1
399,3
400,1
401,0
402,4
403,0
404,3
405,1
406,1
407,0
408,3
409,1
410,2
411,3
412,3
413,0
414,4
415,4
416,3
417,2
418,3
419,4
420,0
421,3
422,1
423,3
424,0
425,1
426,3
427,1
428,3
429,1
430,4
431,0
432,4
433,1
434,0
435,3
436,1
437,0
438,1
439,0
440,0
441,4
442,3
443,4
444,1
445,0
446,1
447,2
448,2
449,4
450,3
451,0
452,0
453,1
454,3
455,0
456,0
457,1
458,4
459,0
460,2
461,1
462,3
463,3
464,2
465,3
466,0
467,0
468,2
469,2
470,0
471,1
472,0
473,3
474,1
475,4
476,3
477,4
478,4
479,2
480,0
481,2
482,0
483,0
484,2
485,2
486,4
487,0
488,4
489,4
490,0
491,0
492,2
493,4
494,4
495,1
496,2
497,2
498,2
499,4
500,4
501,1
502,3
503,0
504,1
505,4
506,3
507,4
508,3
509,4
510,0
511,1
512,0
513,2
514,4
515,0
516,2
517,4
518,0
519,0
520,0
521,3
522,2
523,4
524,1
525,4
526,1
527,2
528,0
529,4
530,0
531,4
532,0
533,2
534,2
535,0
536,3
537,0
538,3
539,1
540,2
541,1
542,0
543,2
544,4
545,2
546,0
547,2
548,4
549,4
550,1
551,3
552,3
553,3
554,0
555,3
556,4
557,1
558,3
559,3
560,3
561,0
562,0
563,0
564,3
565,0
566,4
567,1
568,4
569,1
570,0
571,1
572,2
573,2
574,2
575,0
576,4
577,2
578,1
579,2
580,3
581,0
582,1
583,2
584,3
585,3
586,3
587,4
588,2
589,3
590,0
591,3
592,3
593,0
594,1
595,0
596,1
597,2
598,2
599,0
600,2
601,0
602,4
603,3
604,2
605,4
606,3
607,2
608,2
609,1
610,3
611,3
612,1
613,3
614,3
615,4
616,4
617,3
618,3
619,3
620,3
621,4
622,3
623,3
624,0
625,1
626,4
627,1
628,2
629,0
630,1
631,1
632,2
633,2
634,0
635,3
636,1
637,4
638,0
639,0
640,3
641,4
642,2
643,4
644,0
645,1
646,4
647,3
648,3
649,0
650,4
651,2
652,1
653,0
654,3
655,3
656,3
657,4
658,2
659,0
660,3
661,2
662,4
663,3
664,1
665,2
666,4
667,0
668,1
669,4
670,1
671,4
672,2
673,0
674,1
675,3
676,2
677,1
678,3
679,3
680,4
681,2
682,2
683,4
684,0
685,2
686,4
687,0
688,1
689,4
690,1
691,0
692,1
693,2
694,0
695,1
696,4
697,4
698,2
699,3
700,0
701,4
702,2
703,3
704,2
705,4
706,1
707,4
708,0
709,3
710,0
711,4
712,3
713,0
714,0
715,1
716,4
717,2
718,2
719,2
720,0
721,4
722,3
723,0
724,0
725,2
726,4
727,2
728,1
729,4
730,3
731,3
732,1
733,0
734,1
735,4
736,4
737,1
738,3
739,4
740,0
741,1
742,0
743,0
744,4
745,0
746,2
747,3
748,1
749,1
750,0
751,3
752,4
753,4
754,1
755,2
756,3
757,2
758,2
759,4
760,2
761,2
762,3
763,0
764,2
765,2
766,3
767,3
768,3
769,3
770,2
771,1
772,2
773,3
774,4
775,0
776,3
777,2
778,3
779,1
780,1
781,0
782,4
783,1
784,4
785,3
786,2
787,2
788,4
789,2
790,3
791,2
792,3
793,1
794,2
795,4
796,0
797,2
798,2
799,2
800,3
801,2
802,2
803,1
804,4
805,2
806,1
807,0
808,2
809,3
810,2
811,4
812,3
813,3
814,1
815,1
816,3
817,3
818,2
819,1
820,3
821,1
822,3
823,0
824,3
825,3
826,0
827,1
828,2
829,2
830,3
831,2
832,1
833,0
834,4
835,0
836,3
837,1
838,2
839,4
840,1
841,0
842,4
843,2
844,1
845,0
846,4
847,1
848,4
849,4
850,0
851,3
852,0
853,3
854,4
855,1
856,4
857,3
858,2
859,4
860,0
861,1
862,3
863,1
864,3
865,2
866,3
867,2
868,2
869,0
870,4
871,4
872,4
873,4
874,2
875,1
876,4
877,2
878,3
879,2
880,1
881,4
882,0
883,4
884,2
885,0
886,3
887,2
888,0
889,3
890,2
891,1
892,4
893,0
894,1
895,2
896,3
897,4
898,3
899,0
900,4
901,2
902,0
903,2
904,0
905,3
906,0
907,3
908,3
909,1
910,1
911,1
912,2
913,4
914,2
915,2
916,1
917,2
918,1
919,1
920,0
921,1
922,4
923,4
924,2
925,0
926,4
927,3
928,3
929,0
930,0
931,1
932,3
933,2
934,2
935,0
937,4
939,4
940,4
941,1
943,2
944,2
945,1
947,4
948,4
950,3
951,4
952,2
953,4
955,1
956,1
957,1
959,3
960,2
961,3
962,3
963,4
964,3
965,4
967,1
968,1
970,1
971,1
972,1
973,2
974,1
975,1
976,1
977,4
982,1
983,3
985,1
986,3
987,1
988,4
991,3
992,4
993,1
994,4
996,1
997,4
998,3
938,3
942,4
949,1
958,4
966,1
969,1
978,3
979,3
980,1
984,3
989,3
995,1
999,1
936,1
946,4
981,3
954,3
990,3
