student_id,school_id
0,2
1,2
2,3
3,1
4,3
5,2
6,0
7,1
8,1
9,3
10,0
11,4
12,2
13,2
14,2
15,1
16,3
17,4
18,3
19,1
20,2
21,1
22,4
23,4
24,0
25,3
26,1
27,1
28,1
29,0
30,3
31,0
32,2
33,0
34,0
35,4
36,4
37,4
38,3
39,3
40,1
41,1
42,3
43,1
44,0
45,1
46,1
47,2
48,0
49,3
50,0
51,1
52,4
53,1
54,0
55,4
56,3
57,4
58,1
59,3
60,0
61,4
62,0
63,3
64,3
65,1
66,1
67,4
68,0
69,4
70,3
71,1
72,3
73,0
74,2
75,2
76,1
77,2
78,2
79,2
80,3
81,4
82,4
83,0
84,1
85,1
86,2
87,0
88,1
89,2
90,1
91,2
92,3
93,0
94,2
95,0
96,3
97,1
98,3
99,4
100,3
101,0
102,4
103,1
104,1
105,0
106,0
107,4
108,1
109,3
110,3
111,4
112,2
113,3
114,3
115,3
116,2
117,2
118,4
119,2
120,2
121,3
122,4
123,3
124,0
125,2
126,1
127,0
128,4
129,0
130,1
131,2
132,3
133,3
134,3
135,3
136,2
137,3
138,1
139,0
140,0
141,1
142,1
143,1
144,0
145,2
146,2
147,0
148,1
149,1
150,2
151,3
152,1
153,0
154,2
155,1
156,2
157,3
158,4
159,1
160,1
161,3
162,4
163,2
164,4
165,0
166,2
167,1
168,1
169,3
170,4
171,2
172,2
173,0
174,3
175,1
176,4
177,3
178,2
179,1
180,2
181,0
182,0
183,1
184,3
185,0
186,1
187,3
188,4
189,2
190,3
191,0
192,2
193,4
194,3
195,2
196,2
197,2
198,3
199,3
200,4
201,4
202,3
203,2
204,3
205,4
206,2
207,0
208,0
209,3
210,0
211,1
212,1
213,2
214,2
215,2
216,3
217,0
218,0
219,2
220,3
221,3
222,3
223,1
224,1
225,2
226,2
227,4
228,4
229,4
230,4
231,2
232,0
233,3
234,4
235,3
236,2
237,4
238,0
239,4
240,3
241,2
242,3
243,4
244,3
245,4
246,3
247,3
248,3
249,4
250,2
251,0
252,0
253,3
254,3
255,3
256,1
257,2
258,3
259,3
260,3
261,3
262,3
263,1
264,4
265,3
266,1
267,0
268,0
269,3
270,2
271,0
272,4
273,0
274,3
275,0
276,3
277,4
278,0
279,1
280,2
281,3
282,1
283,4
284,4
285,4
286,2
287,0
288,0
289,2
290,1
291,1
292,2
293,1
294,2
295,2
296,3
297,0
298,0
299,2
300,1
301,0
302,1
303,0
304,1
305,3
306,2
307,4
308,1
309,1
310,3
311,2
312,3
313,4
314,3
315,2
316,4
317,0
318,2
319,2
320,3
321,0
322,2
323,0
324,4
325,4
326,4
327,3
328,0
329,0
330,2
331,1
332,2
333,4
334,4
335,4
336,3
337,0
338,2
339,3
340,0
341,4
342,4
343,4
344,3
345,4
346,2
347,0
348,4
349,0
350,1
351,0
352,4
353,3
354,1
355,4
356,3
357,0
358,4
359,0
360,4
361,4
362,4
363,4
364,4
365,4
366,4
367,3
368,3
369,3
370,0
371,4
372,1
373,1
374,3
375,1
376,4
377,0
378,2
379,0
380,3
381,3
382,4
383,0
384,0
385,3
386,0
387,3
388,0
389,0
390,3
391,2
392,2
393,2
394,3
395,4
396,2
397,0
398,3
399,3
400,1
401,0
402,3
403,1
404,0
405,0
406,4
407,2
408,1
409,4
410,1
411,3
412,0
413,2
414,4
415,0
416,3
417,3
418,3
419,1
420,1
421,2
422,3
423,0
424,2
425,1
426,1
427,3
428,2
429,1
430,2
431,3
432,2
433,1
434,1
435,3
436,2
437,0
438,3
439,3
440,0
441,2
442,2
443,3
444,0
445,2
446,2
447,2
448,2
449,2
450,1
451,2
452,3
453,3
454,0
455,2
456,4
457,0
458,3
459,3
460,4
461,4
462,4
463,2
464,1
465,1
466,3
467,2
468,1
469,4
470,3
471,3
472,2
473,1
474,1
475,3
476,2
477,0
478,4
479,0
480,3
481,4
482,4
483,2
484,3
485,2
486,1
487,4
488,3
489,4
490,0
491,1
492,2
493,1
494,3
495,4
496,2
497,2
498,2
499,4
500,0
501,3
502,3
503,3
504,2
505,0
506,3
507,1
508,4
509,4
510,4
511,2
512,3
513,4
514,3
515,3
516,2
517,1
518,2
519,4
520,2
521,4
522,0
523,1
524,3
525,1
526,2
527,1
528,3
529,0
530,4
531,3
532,1
533,2
534,3
535,3
536,2
537,1
538,3
539,3
540,4
541,4
542,3
543,3
544,3
545,2
