student_id,school_id
0,7
1,6
2,1
3,1
4,6
5,3
6,6
7,6
8,8
9,7
10,6
11,1
12,5
13,2
14,8
15,5
16,2
17,5
18,1
19,2
20,6
21,9
22,3
23,3
24,4
25,9
26,6
27,4
28,9
29,5
30,2
31,4
32,5
33,2
34,7
35,7
36,4
37,3
38,9
39,2
40,9
41,3
42,0
43,1
44,6
45,1
46,4
47,2
48,4
49,0
50,1
51,3
52,3
53,6
54,6
55,2
56,3
57,1
58,8
59,2
60,6
61,5
62,9
63,5
64,7
65,0
66,3
67,7
68,2
69,6
70,0
71,0
72,5
73,5
74,2
75,8
76,5
77,3
78,6
79,7
80,3
81,2
82,3
83,6
84,7
85,6
86,6
87,9
88,1
89,6
90,5
91,4
92,3
93,3
94,1
95,9
96,9
97,2
98,5
99,8
100,5
101,4
102,4
103,8
104,7
105,0
106,6
107,7
108,7
109,4
110,5
111,5
112,5
113,3
114,1
115,5
116,6
117,2
118,5
119,8
120,3
121,5
122,7
123,0
124,9
125,6
126,2
127,1
128,4
129,4
130,5
131,9
132,4
133,7
134,0
135,7
136,2
137,3
138,5
139,0
140,4
141,7
142,5
143,0
144,5
145,1
146,7
147,4
148,1
149,6
150,4
151,6
152,8
153,8
154,6
155,9
156,4
157,7
158,3
159,6
160,2
161,9
162,0
163,5
164,2
165,9
166,5
167,8
168,0
169,0
170,3
171,4
172,6
173,8
174,6
175,5
176,2
177,0
178,7
179,5
180,9
181,2
182,9
183,0
184,6
185,7
186,5
187,2
188,3
189,4
190,0
191,1
192,3
193,2
194,6
195,8
196,5
197,8
198,7
199,6
200,7
201,3
202,7
203,5
204,5
205,4
206,5
207,3
208,8
209,3
210,2
211,1
212,8
213,1
214,4
215,7
216,6
217,2
218,8
219,0
220,0
221,4
222,9
223,2
224,6
225,7
226,4
227,0
228,3
229,1
230,3
231,5
232,9
233,7
234,0
235,9
236,8
237,7
238,5
239,4
240,9
241,4
242,2
243,7
244,1
245,7
246,2
247,4
248,0
249,1
250,2
251,6
252,0
253,0
254,9
255,1
256,1
257,8
258,6
259,6
260,4
261,1
262,5
263,9
264,9
265,3
266,1
267,6
268,1
269,3
270,6
271,4
272,2
273,5
274,7
275,2
276,4
277,6
278,2
279,8
280,9
281,5
282,9
283,3
284,1
285,8
286,0
287,4
288,6
289,0
290,0
291,1
292,8
293,1
294,5
295,1
296,4
297,3
298,9
299,0
300,7
301,2
302,6
303,1
304,0
305,4
306,3
307,0
308,1
309,0
310,0
311,4
312,2
313,6
314,4
315,2
316,8
317,8
318,3
319,0
320,2
321,8
322,7
323,3
324,4
325,8
326,5
327,7
328,6
329,2
330,2
331,0
332,0
333,8
334,2
335,5
336,1
337,8
338,6
339,5
340,6
341,0
342,4
343,7
344,0
345,5
346,5
347,0
348,6
349,0
350,5
351,3
352,5
353,9
354,5
355,9
356,4
357,6
358,9
359,9
360,4
361,4
362,2
363,7
364,5
365,0
366,4
367,2
368,2
369,1
370,6
371,1
372,2
373,4
374,7
375,7
376,5
377,9
378,6
379,3
380,8
381,1
382,8
383,5
384,3
385,3
386,8
387,4
388,5
389,6
390,5
391,8
392,9
393,3
394,7
395,9
396,3
397,3
398,6
399,6
400,6
401,8
402,1
403,9
404,2
405,8
406,8
407,6
408,0
409,6
410,5
411,8
412,7
413,0
414,1
415,1
416,3
417,7
418,4
419,7
420,4
421,1
422,6
423,9
424,8
425,3
426,1
427,1
428,6
429,1
430,3
431,7
432,9
433,8
434,0
435,0
436,0
437,4
438,1
439,9
440,2
441,9
442,6
443,7
444,7
445,6
446,2
447,7
448,5
449,9
450,4
451,5
452,5
453,1
454,6
455,0
456,9
457,2
458,8
459,9
460,3
461,7
462,5
463,8
464,6
465,1
466,3
467,7
468,5
469,6
470,3
471,4
472,6
473,5
474,7
475,8
476,8
477,4
478,9
479,3
480,0
481,1
482,3
483,5
484,8
