student_id,school_id
0,5
1,1
2,7
3,8
4,8
5,8
6,8
7,4
8,2
9,4
10,9
11,7
12,8
13,7
14,1
15,0
16,7
17,4
18,6
19,7
20,8
21,5
22,3
23,9
24,6
25,8
26,5
27,4
28,1
29,8
30,2
31,9
32,5
33,8
34,5
35,1
36,7
37,2
38,0
39,9
40,9
41,2
42,4
43,2
44,7
45,8
46,2
47,7
48,0
49,7
50,4
51,6
52,2
53,8
54,8
55,2
56,2
57,2
58,5
59,8
60,2
61,4
62,5
63,6
64,2
65,6
66,9
67,9
68,4
69,7
70,0
71,5
72,9
73,5
74,6
75,8
76,9
77,2
78,4
79,6
80,3
81,9
82,7
83,9
84,3
85,0
86,0
87,8
88,2
89,1
90,5
91,4
92,5
93,6
94,5
95,3
96,9
97,4
98,1
99,8
100,4
101,5
102,9
103,4
104,8
105,6
106,8
107,2
108,8
109,6
110,6
111,2
112,7
113,7
114,5
115,0
116,0
117,0
118,4
119,7
120,9
121,5
122,9
123,9
124,7
125,7
126,8
127,2
128,4
129,9
130,5
131,6
132,3
133,5
134,0
135,2
136,1
137,3
138,2
139,1
140,8
141,2
142,0
143,3
144,3
145,1
146,8
147,0
148,7
149,3
150,3
151,3
152,2
153,6
154,4
155,1
156,0
157,7
158,3
159,0
160,3
161,4
162,7
163,9
164,5
165,2
166,0
167,9
168,4
169,2
170,9
171,3
172,0
173,0
174,2
175,3
176,7
177,7
178,5
179,8
180,9
181,6
182,2
183,8
184,3
185,4
186,2
187,0
188,9
189,7
190,1
191,3
192,4
193,2
194,4
195,9
196,9
197,0
198,2
199,6
200,4
201,6
202,9
203,1
204,1
205,9
206,7
207,5
208,7
209,7
210,8
211,8
212,5
213,7
214,7
215,8
216,4
217,6
218,3
219,3
220,7
221,7
222,6
223,1
224,8
225,9
226,3
227,2
228,4
229,1
230,8
231,1
232,1
233,4
234,0
235,1
236,1
237,5
238,0
239,5
240,0
241,4
242,3
243,6
244,5
245,8
246,5
247,3
248,1
249,6
250,8
251,5
252,4
253,7
254,2
255,6
256,3
257,1
258,7
259,4
260,9
261,7
262,0
263,4
264,8
265,6
266,5
267,2
268,2
269,4
270,7
271,7
272,9
273,2
274,8
275,7
276,6
277,7
278,1
279,4
280,9
281,6
282,3
283,6
284,0
285,9
286,4
287,7
288,5
289,5
290,6
291,4
292,0
293,1
294,5
295,3
296,5
297,0
298,8
299,2
300,5
301,6
302,0
303,0
304,3
305,1
306,6
307,1
308,1
309,3
310,9
311,4
312,1
313,7
314,8
315,4
316,0
317,0
318,8
319,2
320,1
321,0
322,8
323,0
324,3
325,3
326,6
327,2
328,1
329,1
330,0
331,9
332,9
333,3
334,4
335,2
336,0
337,2
338,2
339,3
340,6
341,0
342,6
343,6
344,0
345,1
346,2
347,8
348,1
349,7
350,9
351,8
352,7
353,2
354,6
355,9
356,5
357,1
358,6
359,2
360,0
361,6
362,0
363,6
364,6
365,0
366,9
367,1
368,9
369,7
370,8
371,8
372,0
373,8
374,5
375,7
376,0
377,1
378,3
379,2
380,7
381,6
382,3
383,0
384,0
385,4
386,7
387,1
388,4
389,2
390,8
391,3
392,5
393,3
394,3
395,7
396,6
397,2
398,1
399,5
400,0
401,5
402,0
403,7
404,7
405,1
406,6
407,3
408,9
409,1
410,2
411,1
412,2
413,6
414,9
415,8
416,7
417,4
418,3
419,1
420,6
421,1
422,3
423,3
424,7
425,1
426,8
427,8
428,5
429,3
430,0
431,4
432,2
433,9
434,3
435,1
436,6
437,5
438,2
439,0
440,8
441,5
442,6
443,7
444,0
445,4
446,4
447,3
448,0
449,1
450,9
451,5
452,8
453,3
454,4
455,7
456,6
457,0
458,3
459,9
460,5
461,6
462,9
463,9
464,2
465,5
466,3
467,8
468,3
469,0
470,8
471,5
472,5
473,6
474,0
475,5
476,3
477,5
478,3
479,7
480,6
481,2
482,5
483,0
484,8
485,1
486,6
487,5
488,4
489,4
490,1
491,8
492,8
493,0
494,0
495,8
496,5
497,1
498,6
499,2
500,8
501,7
502,7
503,8
504,6
505,3
506,8
507,0
508,7
509,9
510,0
511,7
512,1
513,3
514,5
515,0
516,3
517,6
518,7
519,2
520,9
521,4
522,0
523,2
524,3
525,3
526,2
527,1
528,8
529,8
530,2
531,1
532,1
533,1
534,2
535,3
536,0
537,2
538,5
539,5
540,7
541,0
542,3
543,1
544,2
545,4
546,0
547,9
548,8
549,2
550,0
551,1
552,7
553,2
554,6
555,6
556,6
557,3
558,1
559,8
560,6
561,7
562,7
563,4
564,1
565,1
566,8
567,1
568,3
569,7
570,6
571,0
572,3
573,2
574,6
575,1
576,0
577,0
578,5
579,8
580,4
581,4
582,6
583,8
584,1
585,9
586,9
587,6
588,4
589,2
590,1
591,1
592,3
593,8
594,9
595,2
596,0
597,2
598,3
599,0
600,6
601,5
602,9
603,0
604,6
605,4
606,3
607,4
608,4
609,8
610,6
611,5
612,2
613,3
614,8
615,7
616,1
617,0
618,8
619,2
620,7
621,3
622,2
623,3
624,5
625,8
626,1
627,1
628,5
629,3
630,3
631,7
632,9
633,2
634,8
635,4
636,8
637,2
638,8
639,7
640,2
641,3
642,0
643,0
644,8
645,3
646,2
647,1
648,3
649,9
650,1
651,9
652,7
653,4
654,3
655,4
656,9
657,6
658,0
659,5
660,9
661,1
662,9
663,4
664,9
665,7
666,5
667,7
668,2
669,1
670,6
671,3
672,8
673,5
674,2
675,9
676,6
677,6
678,2
679,9
680,9
681,6
682,0
683,2
684,3
685,2
686,9
687,5
688,0
689,9
690,0
691,6
692,3
693,4
694,3
695,5
696,4
697,1
698,7
699,9
700,3
701,8
702,2
703,9
704,4
705,5
706,3
707,5
708,5
709,3
710,5
711,4
712,1
713,5
714,9
715,8
716,3
717,1
718,1
719,3
720,6
721,9
722,3
723,3
724,1
725,8
726,8
727,3
728,8
729,8
730,0
731,2
732,6
733,9
734,9
735,7
736,8
737,0
738,7
739,4
740,7
741,4
742,9
743,1
744,6
745,6
746,5
747,0
748,1
749,5
750,9
751,0
752,3
753,5
754,4
755,1
756,7
757,6
758,3
759,2
760,7
761,9
762,5
763,9
764,5
765,5
766,6
767,1
768,6
769,1
770,2
771,8
772,5
773,1
774,9
775,4
776,6
777,6
778,5
779,0
780,1
781,2
782,2
783,3
784,1
785,3
786,7
787,6
788,4
789,5
790,2
791,3
792,9
793,4
794,4
795,4
796,1
797,7
798,5
799,8
800,4
801,8
802,7
803,7
804,3
805,5
806,5
807,4
808,4
809,6
810,8
811,1
812,4
813,9
814,4
815,2
816,4
817,1
818,2
819,6
820,1
821,4
822,3
823,5
824,4
825,9
826,4
827,2
828,8
829,0
830,4
831,1
832,3
833,7
834,8
835,4
836,7
837,7
838,4
839,2
840,3
841,6
842,9
843,6
844,5
845,7
846,7
847,0
848,7
849,0
850,4
851,0
852,0
853,5
854,3
855,4
856,8
857,9
858,6
859,4
860,3
861,9
862,8
863,6
864,7
865,5
866,8
867,0
868,2
869,9
870,9
871,4
872,1
873,6
874,4
875,1
876,7
877,8
878,1
879,6
880,3
881,8
882,6
883,6
884,9
885,2
886,5
887,6
888,0
889,0
890,9
891,9
892,6
893,2
894,3
895,1
896,5
897,6
898,7
899,3
900,4
901,7
902,1
903,0
904,2
905,4
906,8
907,3
908,7
909,5
910,2
911,0
912,4
913,4
914,5
915,2
916,0
917,7
918,8
919,5
920,1
921,1
922,9
923,0
924,9
925,9
926,6
927,7
928,2
929,9
930,8
931,7
932,1
933,0
934,2
935,5
936,0
937,1
938,8
939,7
940,6
941,9
942,4
943,2
944,5
945,0
946,0
947,6
948,0
949,7
950,5
951,3
952,9
953,6
